36
{{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312500000*J1^2+-0.0312500000*J2^2+0,0.0180421959*J1^1*J2^1+0,0.0180421959*J1^1*J2^1+0,-0.0104166667*J1^2+-0.0104166667*J2^2+0,-0.0312500000*J1^1*J2^1+0,0.0180421959*J1^2+0.0180421959*J2^2+0,0.0180421959*J1^2+0.0180421959*J2^2+0,-0.0104166667*J1^1*J2^1+0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180421959*J1^1*J2^1+0,-0.0104166667*J1^2+-0.0104166667*J2^2+0,0.0208333333*J1^2+-0.0208333333*J1^1*J2^1+0.0208333333*J2^2+0,0.0120281306*J1^2+-0.0120281306*J1^1*J2^1+0.0120281306*J2^2+0,0.0180421959*J1^2+0.0180421959*J2^2+0,-0.0104166667*J1^1*J2^1+0,-0.0208333333*J1^2+0.0208333333*J1^1*J2^1+-0.0208333333*J2^2+0,-0.0120281306*J1^2+0.0120281306*J1^1*J2^1+-0.0120281306*J2^2+0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180421959*J1^1*J2^1+0,-0.0104166667*J1^2+-0.0104166667*J2^2+0,-0.0104166667*J1^2+-0.0104166667*J2^2+0,0.0060140653*J1^1*J2^1+0,0.0180421959*J1^2+0.0180421959*J2^2+0,-0.0104166667*J1^1*J2^1+0,-0.0104166667*J1^1*J2^1+0,0.0060140653*J1^2+0.0060140653*J2^2+0,0.0255155182*J1^2+-0.0255155182*J1^1*J2^1+0.0255155182*J2^2+0,0.0147313913*J1^2+-0.0147313913*J1^1*J2^1+0.0147313913*J2^2+0,0.0147313913*J1^2+-0.0147313913*J1^1*J2^1+0.0147313913*J2^2+0,0.0085051727*J1^2+-0.0085051727*J1^1*J2^1+0.0085051727*J2^2+0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104166667*J1^2+-0.0104166667*J2^2+0,0.0060140653*J1^1*J2^1+0,0.0120281306*J1^2+-0.0120281306*J1^1*J2^1+0.0120281306*J2^2+0,0.0069444444*J1^2+-0.0069444444*J1^1*J2^1+0.0069444444*J2^2+0,-0.0104166667*J1^1*J2^1+0,0.0060140653*J1^2+0.0060140653*J2^2+0,-0.0120281306*J1^2+0.0120281306*J1^1*J2^1+-0.0120281306*J2^2+0,-0.0069444444*J1^2+0.0069444444*J1^1*J2^1+-0.0069444444*J2^2+0,0.0147313913*J1^2+-0.0147313913*J1^1*J2^1+0.0147313913*J2^2+0,0.0085051727*J1^2+-0.0085051727*J1^1*J2^1+0.0085051727*J2^2+0,-0.0340206909*J1^2+0.0340206909*J1^1*J2^1+-0.0340206909*J2^2+0,-0.0196418550*J1^2+0.0196418550*J1^1*J2^1+-0.0196418550*J2^2+0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312500000*J1^1*J2^1+0,0.0180421959*J1^2+0.0180421959*J2^2+0,0.0180421959*J1^2+0.0180421959*J2^2+0,-0.0104166667*J1^1*J2^1+0,-0.0312500000*J1^2+-0.0312500000*J2^2+0,0.0180421959*J1^1*J2^1+0,0.0180421959*J1^1*J2^1+0,-0.0104166667*J1^2+-0.0104166667*J2^2+0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180421959*J1^2+0.0180421959*J2^2+0,-0.0104166667*J1^1*J2^1+0,-0.0208333333*J1^2+0.0208333333*J1^1*J2^1+-0.0208333333*J2^2+0,-0.0120281306*J1^2+0.0120281306*J1^1*J2^1+-0.0120281306*J2^2+0,0.0180421959*J1^1*J2^1+0,-0.0104166667*J1^2+-0.0104166667*J2^2+0,0.0208333333*J1^2+-0.0208333333*J1^1*J2^1+0.0208333333*J2^2+0,0.0120281306*J1^2+-0.0120281306*J1^1*J2^1+0.0120281306*J2^2+0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180421959*J1^2+0.0180421959*J2^2+0,-0.0104166667*J1^1*J2^1+0,-0.0104166667*J1^1*J2^1+0,0.0060140653*J1^2+0.0060140653*J2^2+0,0.0180421959*J1^1*J2^1+0,-0.0104166667*J1^2+-0.0104166667*J2^2+0,-0.0104166667*J1^2+-0.0104166667*J2^2+0,0.0060140653*J1^1*J2^1+0,-0.0255155182*J1^2+0.0255155182*J1^1*J2^1+-0.0255155182*J2^2+0,-0.0147313913*J1^2+0.0147313913*J1^1*J2^1+-0.0147313913*J2^2+0,-0.0147313913*J1^2+0.0147313913*J1^1*J2^1+-0.0147313913*J2^2+0,-0.0085051727*J1^2+0.0085051727*J1^1*J2^1+-0.0085051727*J2^2+0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104166667*J1^1*J2^1+0,0.0060140653*J1^2+0.0060140653*J2^2+0,-0.0120281306*J1^2+0.0120281306*J1^1*J2^1+-0.0120281306*J2^2+0,-0.0069444444*J1^2+0.0069444444*J1^1*J2^1+-0.0069444444*J2^2+0,-0.0104166667*J1^2+-0.0104166667*J2^2+0,0.0060140653*J1^1*J2^1+0,0.0120281306*J1^2+-0.0120281306*J1^1*J2^1+0.0120281306*J2^2+0,0.0069444444*J1^2+-0.0069444444*J1^1*J2^1+0.0069444444*J2^2+0,-0.0147313913*J1^2+0.0147313913*J1^1*J2^1+-0.0147313913*J2^2+0,-0.0085051727*J1^2+0.0085051727*J1^1*J2^1+-0.0085051727*J2^2+0,0.0340206909*J1^2+-0.0340206909*J1^1*J2^1+0.0340206909*J2^2+0,0.0196418550*J1^2+-0.0196418550*J1^1*J2^1+0.0196418550*J2^2+0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255155182*J1^2+0.0255155182*J1^1*J2^1+-0.0255155182*J2^2+0,0,-0.0147313913*J1^2+0.0147313913*J1^1*J2^1+-0.0147313913*J2^2+0,0,0.0255155182*J1^2+-0.0255155182*J1^1*J2^1+0.0255155182*J2^2+0,0,0.0147313913*J1^2+-0.0147313913*J1^1*J2^1+0.0147313913*J2^2+0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147313913*J1^2+0.0147313913*J1^1*J2^1+-0.0147313913*J2^2+0,0,0.0340206909*J1^2+-0.0340206909*J1^1*J2^1+0.0340206909*J2^2+0,0,0.0147313913*J1^2+-0.0147313913*J1^1*J2^1+0.0147313913*J2^2+0,0,-0.0340206909*J1^2+0.0340206909*J1^1*J2^1+-0.0340206909*J2^2+0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147313913*J1^2+0.0147313913*J1^1*J2^1+-0.0147313913*J2^2+0,0,-0.0085051727*J1^2+0.0085051727*J1^1*J2^1+-0.0085051727*J2^2+0,0,0.0147313913*J1^2+-0.0147313913*J1^1*J2^1+0.0147313913*J2^2+0,0,0.0085051727*J1^2+-0.0085051727*J1^1*J2^1+0.0085051727*J2^2+0,0,0.0208333333*J1^2+-0.0208333333*J1^1*J2^1+0.0208333333*J2^2+0,0,0.0120281306*J1^2+-0.0120281306*J1^1*J2^1+0.0120281306*J2^2+0},
