36
{{0,0,0,0,0,0,0,0,0,0,0,0,0.0338541667*J1^2*J2^1+0.0008680556*J2^3+0,-0.0005011721*J1^3+-0.0195457122*J1^1*J2^2+0,-0.0095222701*J1^3+-0.0105246143*J1^1*J2^2+0,0.0060763889*J1^2*J2^1+0.0054976852*J2^3+0,0.0008680556*J1^3+0.0338541667*J1^1*J2^2+0,-0.0195457122*J1^2*J2^1+-0.0005011721*J2^3+0,-0.0105246143*J1^2*J2^1+-0.0095222701*J2^3+0,0.0054976852*J1^3+0.0060763889*J1^1*J2^2+0,0.0006138080*J1^3+0.0202556630*J1^2*J2^1+-0.0202556630*J1^1*J2^2+-0.0006138080*J2^3+0,0.0003543822*J1^3+0.0116946125*J1^2*J2^1+-0.0116946125*J1^1*J2^2+-0.0003543822*J2^3+0,-0.0060244973*J1^3+0.0053157329*J1^2*J2^1+-0.0053157329*J1^1*J2^2+0.0060244973*J2^3+0,-0.0034782452*J1^3+0.0030690398*J1^2*J2^1+-0.0030690398*J1^1*J2^2+0.0034782452*J2^3+0,-0.0234375000*J1^3+-0.0234375000*J2^3+0,0.0135316469*J1^2*J2^1+0.0135316469*J1^1*J2^2+0,0.0135316469*J1^2*J2^1+0.0135316469*J1^1*J2^2+0,-0.0078125000*J1^3+-0.0078125000*J2^3+0,-0.0234375000*J1^2*J2^1+-0.0234375000*J1^1*J2^2+0,0.0135316469*J1^3+0.0135316469*J2^3+0,0.0135316469*J1^3+0.0135316469*J2^3+0,-0.0078125000*J1^2*J2^1+-0.0078125000*J1^1*J2^2+0,0,0,-0.0191366386*J1^3+0.0191366386*J1^2*J2^1+0.0191366386*J1^1*J2^2+-0.0191366386*J2^3+0,-0.0110485435*J1^3+0.0110485435*J1^2*J2^1+0.0110485435*J1^1*J2^2+-0.0110485435*J2^3+0},
{0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035438220*J1^3+-0.0021262932*J1^2*J2^1+0.0021262932*J1^1*J2^2+-0.0035438220*J2^3+0,0,0.0028644372*J1^3+-0.0135037753*J1^2*J2^1+0.0135037753*J1^1*J2^2+-0.0028644372*J2^3+0,0,-0.0035438220*J1^3+0.0021262932*J1^2*J2^1+-0.0021262932*J1^1*J2^2+0.0035438220*J2^3+0,0,-0.0028644372*J1^3+0.0135037753*J1^2*J2^1+-0.0135037753*J1^1*J2^2+0.0028644372*J2^3+0,0,0.0070164095*J1^3+-0.0090210980*J1^2*J2^1+0.0090210980*J1^1*J2^2+-0.0070164095*J2^3+0,0,0.0098379630*J1^3+-0.0364583333*J1^2*J2^1+0.0364583333*J1^1*J2^2+-0.0098379630*J2^3+0,0,-0.0318943977*J1^3+0.0318943977*J1^2*J2^1+0.0318943977*J1^1*J2^2+-0.0318943977*J2^3+0,0,0.0110485435*J1^3+-0.0110485435*J1^2*J2^1+-0.0110485435*J1^1*J2^2+0.0110485435*J2^3+0,0,0.0318943977*J1^3+-0.0318943977*J1^2*J2^1+-0.0318943977*J1^1*J2^2+0.0318943977*J2^3+0,0,-0.0110485435*J1^3+0.0110485435*J1^2*J2^1+0.0110485435*J1^1*J2^2+-0.0110485435*J2^3+0,0,0.0360843918*J1^3+-0.0360843918*J1^2*J2^1+-0.0360843918*J1^1*J2^2+0.0360843918*J2^3+0,0,-0.0312500000*J1^3+0.0312500000*J1^2*J2^1+0.0312500000*J1^1*J2^2+-0.0312500000*J2^3+0},
{0.0034722222*J1^2*J2^1+0.0219907407*J2^3+0,-0.0073505243*J1^3+0.0200468843*J1^2*J2^1+-0.0220515728*J1^1*J2^2+-0.0053458358*J2^3+0,0.0053458358*J1^3+-0.0200468843*J1^1*J2^2+0,-0.0073302469*J1^3+0.0127314815*J1^2*J2^1+-0.0011574074*J1^1*J2^2+0.0042438272*J2^3+0,0.0219907407*J1^3+0.0034722222*J1^1*J2^2+0,-0.0053458358*J1^3+-0.0220515728*J1^2*J2^1+0.0200468843*J1^1*J2^2+-0.0073505243*J2^3+0,-0.0200468843*J1^2*J2^1+0.0053458358*J2^3+0,0.0042438272*J1^3+-0.0011574074*J1^2*J2^1+0.0127314815*J1^1*J2^2+-0.0073302469*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{-0.0126963601*J1^3+-0.0020046884*J1^1*J2^2+0,0.0030864198*J1^3+0.0127314815*J1^2*J2^1+-0.0115740741*J1^1*J2^2+0.0042438272*J2^3+0,0.0115740741*J1^2*J2^1+-0.0030864198*J2^3+0,-0.0024501748*J1^3+0.0006682295*J1^2*J2^1+-0.0073505243*J1^1*J2^2+0.0042321200*J2^3+0,-0.0020046884*J1^2*J2^1+-0.0126963601*J2^3+0,0.0042438272*J1^3+-0.0115740741*J1^2*J2^1+0.0127314815*J1^1*J2^2+0.0030864198*J2^3+0,-0.0030864198*J1^3+0.0115740741*J1^1*J2^2+0,0.0042321200*J1^3+-0.0073505243*J1^2*J2^1+0.0006682295*J1^1*J2^2+-0.0024501748*J2^3+0,-0.0179553646*J1^3+0.0028350576*J1^2*J2^1+-0.0028350576*J1^1*J2^2+0.0179553646*J2^3+0,-0.0016368213*J1^3+0.0343732463*J1^2*J2^1+-0.0343732463*J1^1*J2^2+0.0016368213*J2^3+0,0.0043648567*J1^3+0.0163682125*J1^2*J2^1+-0.0163682125*J1^1*J2^2+-0.0043648567*J2^3+0,-0.0094501919*J1^3+0.0113402303*J1^2*J2^1+-0.0113402303*J1^1*J2^2+0.0094501919*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0.0053458358*J1^3+-0.0200468843*J1^1*J2^2+0,-0.0073302469*J1^3+0.0127314815*J1^2*J2^1+-0.0011574074*J1^1*J2^2+0.0042438272*J2^3+0,0.0061728395*J1^3+0.0034722222*J1^2*J2^1+-0.0231481481*J1^1*J2^2+0.0219907407*J2^3+0,-0.0158147643*J1^3+0.0347479329*J1^2*J2^1+-0.0233880317*J1^1*J2^2+-0.0004454863*J2^3+0,-0.0200468843*J1^2*J2^1+0.0053458358*J2^3+0,0.0042438272*J1^3+-0.0011574074*J1^2*J2^1+0.0127314815*J1^1*J2^2+-0.0073302469*J2^3+0,0.0219907407*J1^3+-0.0231481481*J1^2*J2^1+0.0034722222*J1^1*J2^2+0.0061728395*J2^3+0,-0.0004454863*J1^3+-0.0233880317*J1^2*J2^1+0.0347479329*J1^1*J2^2+-0.0158147643*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0.0115740741*J1^2*J2^1+-0.0030864198*J2^3+0,-0.0024501748*J1^3+0.0006682295*J1^2*J2^1+-0.0073505243*J1^1*J2^2+0.0042321200*J2^3+0,-0.0126963601*J1^3+0.0133645896*J1^2*J2^1+-0.0020046884*J1^1*J2^2+-0.0035638906*J2^3+0,0.0002572016*J1^3+0.0135030864*J1^2*J2^1+-0.0200617284*J1^1*J2^2+0.0091306584*J2^3+0,-0.0030864198*J1^3+0.0115740741*J1^1*J2^2+0,0.0042321200*J1^3+-0.0073505243*J1^2*J2^1+0.0006682295*J1^1*J2^2+-0.0024501748*J2^3+0,-0.0035638906*J1^3+-0.0020046884*J1^2*J2^1+0.0133645896*J1^1*J2^2+-0.0126963601*J2^3+0,0.0091306584*J1^3+-0.0200617284*J1^2*J2^1+0.0135030864*J1^1*J2^2+0.0002572016*J2^3+0,0.0043648567*J1^3+0.0163682125*J1^2*J2^1+-0.0163682125*J1^1*J2^2+-0.0043648567*J2^3+0,-0.0094501919*J1^3+0.0113402303*J1^2*J2^1+-0.0113402303*J1^1*J2^2+0.0094501919*J2^3+0,-0.0129152623*J1^3+0.0217354414*J1^2*J2^1+-0.0217354414*J1^1*J2^2+0.0129152623*J2^3+0,-0.0125489629*J1^3+0.0474678163*J1^2*J2^1+-0.0474678163*J1^1*J2^2+0.0125489629*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0.0219907407*J1^3+0.0034722222*J1^1*J2^2+0,-0.0053458358*J1^3+-0.0220515728*J1^2*J2^1+0.0200468843*J1^1*J2^2+-0.0073505243*J2^3+0,-0.0200468843*J1^2*J2^1+0.0053458358*J2^3+0,0.0042438272*J1^3+-0.0011574074*J1^2*J2^1+0.0127314815*J1^1*J2^2+-0.0073302469*J2^3+0,0.0034722222*J1^2*J2^1+0.0219907407*J2^3+0,-0.0073505243*J1^3+0.0200468843*J1^2*J2^1+-0.0220515728*J1^1*J2^2+-0.0053458358*J2^3+0,0.0053458358*J1^3+-0.0200468843*J1^1*J2^2+0,-0.0073302469*J1^3+0.0127314815*J1^2*J2^1+-0.0011574074*J1^1*J2^2+0.0042438272*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{-0.0020046884*J1^2*J2^1+-0.0126963601*J2^3+0,0.0042438272*J1^3+-0.0115740741*J1^2*J2^1+0.0127314815*J1^1*J2^2+0.0030864198*J2^3+0,-0.0030864198*J1^3+0.0115740741*J1^1*J2^2+0,0.0042321200*J1^3+-0.0073505243*J1^2*J2^1+0.0006682295*J1^1*J2^2+-0.0024501748*J2^3+0,-0.0126963601*J1^3+-0.0020046884*J1^1*J2^2+0,0.0030864198*J1^3+0.0127314815*J1^2*J2^1+-0.0115740741*J1^1*J2^2+0.0042438272*J2^3+0,0.0115740741*J1^2*J2^1+-0.0030864198*J2^3+0,-0.0024501748*J1^3+0.0006682295*J1^2*J2^1+-0.0073505243*J1^1*J2^2+0.0042321200*J2^3+0,0.0179553646*J1^3+-0.0028350576*J1^2*J2^1+0.0028350576*J1^1*J2^2+-0.0179553646*J2^3+0,0.0016368213*J1^3+-0.0343732463*J1^2*J2^1+0.0343732463*J1^1*J2^2+-0.0016368213*J2^3+0,-0.0043648567*J1^3+-0.0163682125*J1^2*J2^1+0.0163682125*J1^1*J2^2+0.0043648567*J2^3+0,0.0094501919*J1^3+-0.0113402303*J1^2*J2^1+0.0113402303*J1^1*J2^2+-0.0094501919*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{-0.0200468843*J1^2*J2^1+0.0053458358*J2^3+0,0.0042438272*J1^3+-0.0011574074*J1^2*J2^1+0.0127314815*J1^1*J2^2+-0.0073302469*J2^3+0,0.0219907407*J1^3+-0.0231481481*J1^2*J2^1+0.0034722222*J1^1*J2^2+0.0061728395*J2^3+0,-0.0004454863*J1^3+-0.0233880317*J1^2*J2^1+0.0347479329*J1^1*J2^2+-0.0158147643*J2^3+0,0.0053458358*J1^3+-0.0200468843*J1^1*J2^2+0,-0.0073302469*J1^3+0.0127314815*J1^2*J2^1+-0.0011574074*J1^1*J2^2+0.0042438272*J2^3+0,0.0061728395*J1^3+0.0034722222*J1^2*J2^1+-0.0231481481*J1^1*J2^2+0.0219907407*J2^3+0,-0.0158147643*J1^3+0.0347479329*J1^2*J2^1+-0.0233880317*J1^1*J2^2+-0.0004454863*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{-0.0030864198*J1^3+0.0115740741*J1^1*J2^2+0,0.0042321200*J1^3+-0.0073505243*J1^2*J2^1+0.0006682295*J1^1*J2^2+-0.0024501748*J2^3+0,-0.0035638906*J1^3+-0.0020046884*J1^2*J2^1+0.0133645896*J1^1*J2^2+-0.0126963601*J2^3+0,0.0091306584*J1^3+-0.0200617284*J1^2*J2^1+0.0135030864*J1^1*J2^2+0.0002572016*J2^3+0,0.0115740741*J1^2*J2^1+-0.0030864198*J2^3+0,-0.0024501748*J1^3+0.0006682295*J1^2*J2^1+-0.0073505243*J1^1*J2^2+0.0042321200*J2^3+0,-0.0126963601*J1^3+0.0133645896*J1^2*J2^1+-0.0020046884*J1^1*J2^2+-0.0035638906*J2^3+0,0.0002572016*J1^3+0.0135030864*J1^2*J2^1+-0.0200617284*J1^1*J2^2+0.0091306584*J2^3+0,-0.0043648567*J1^3+-0.0163682125*J1^2*J2^1+0.0163682125*J1^1*J2^2+0.0043648567*J2^3+0,0.0094501919*J1^3+-0.0113402303*J1^2*J2^1+0.0113402303*J1^1*J2^2+-0.0094501919*J2^3+0,0.0129152623*J1^3+-0.0217354414*J1^2*J2^1+0.0217354414*J1^1*J2^2+-0.0129152623*J2^3+0,0.0125489629*J1^3+-0.0474678163*J1^2*J2^1+0.0474678163*J1^1*J2^2+-0.0125489629*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{-0.0065472850*J1^3+-0.0245523188*J1^2*J2^1+0.0245523188*J1^1*J2^2+0.0065472850*J2^3+0,0.0141752879*J1^3+-0.0170103454*J1^2*J2^1+0.0170103454*J1^1*J2^2+-0.0141752879*J2^3+0,0.0089776823*J1^3+-0.0014175288*J1^2*J2^1+0.0014175288*J1^1*J2^2+-0.0089776823*J2^3+0,0.0008184106*J1^3+-0.0171866232*J1^2*J2^1+0.0171866232*J1^1*J2^2+-0.0008184106*J2^3+0,0.0065472850*J1^3+0.0245523188*J1^2*J2^1+-0.0245523188*J1^1*J2^2+-0.0065472850*J2^3+0,-0.0141752879*J1^3+0.0170103454*J1^2*J2^1+-0.0170103454*J1^1*J2^2+0.0141752879*J2^3+0,-0.0089776823*J1^3+0.0014175288*J1^2*J2^1+-0.0014175288*J1^1*J2^2+0.0089776823*J2^3+0,-0.0008184106*J1^3+0.0171866232*J1^2*J2^1+-0.0171866232*J1^1*J2^2+0.0008184106*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{-0.0037800768*J1^3+-0.0141752879*J1^2*J2^1+0.0141752879*J1^1*J2^2+0.0037800768*J2^3+0,0.0081841063*J1^3+-0.0098209275*J1^2*J2^1+0.0098209275*J1^1*J2^2+-0.0081841063*J2^3+0,0.0051832673*J1^3+-0.0008184106*J1^2*J2^1+0.0008184106*J1^1*J2^2+-0.0051832673*J2^3+0,0.0004725096*J1^3+-0.0099227015*J1^2*J2^1+0.0099227015*J1^1*J2^2+-0.0004725096*J2^3+0,0.0037800768*J1^3+0.0141752879*J1^2*J2^1+-0.0141752879*J1^1*J2^2+-0.0037800768*J2^3+0,-0.0081841063*J1^3+0.0098209275*J1^2*J2^1+-0.0098209275*J1^1*J2^2+0.0081841063*J2^3+0,-0.0051832673*J1^3+0.0008184106*J1^2*J2^1+-0.0008184106*J1^1*J2^2+0.0051832673*J2^3+0,-0.0004725096*J1^3+0.0099227015*J1^2*J2^1+-0.0099227015*J1^1*J2^2+0.0004725096*J2^3+0,-0.0106916717*J1^3+-0.0400937687*J1^2*J2^1+0.0400937687*J1^1*J2^2+0.0106916717*J2^3+0,0.0231481481*J1^3+-0.0277777778*J1^2*J2^1+0.0277777778*J1^1*J2^2+-0.0231481481*J2^3+0,0.0146604938*J1^3+-0.0023148148*J1^2*J2^1+0.0023148148*J1^1*J2^2+-0.0146604938*J2^3+0,0.0013364590*J1^3+-0.0280656381*J1^2*J2^1+0.0280656381*J1^1*J2^2+-0.0013364590*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0.0089776823*J1^3+-0.0014175288*J1^2*J2^1+0.0014175288*J1^1*J2^2+-0.0089776823*J2^3+0,0.0008184106*J1^3+-0.0171866232*J1^2*J2^1+0.0171866232*J1^1*J2^2+-0.0008184106*J2^3+0,0.0038192496*J1^3+-0.0261891400*J1^2*J2^1+0.0261891400*J1^1*J2^2+-0.0038192496*J2^3+0,0.0151203071*J1^3+-0.0368557484*J1^2*J2^1+0.0368557484*J1^1*J2^2+-0.0151203071*J2^3+0,-0.0089776823*J1^3+0.0014175288*J1^2*J2^1+-0.0014175288*J1^1*J2^2+0.0089776823*J2^3+0,-0.0008184106*J1^3+0.0171866232*J1^2*J2^1+-0.0171866232*J1^1*J2^2+0.0008184106*J2^3+0,-0.0038192496*J1^3+0.0261891400*J1^2*J2^1+-0.0261891400*J1^1*J2^2+0.0038192496*J2^3+0,-0.0151203071*J1^3+0.0368557484*J1^2*J2^1+-0.0368557484*J1^1*J2^2+0.0151203071*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0.0051832673*J1^3+-0.0008184106*J1^2*J2^1+0.0008184106*J1^1*J2^2+-0.0051832673*J2^3+0,0.0004725096*J1^3+-0.0099227015*J1^2*J2^1+0.0099227015*J1^1*J2^2+-0.0004725096*J2^3+0,0.0022050448*J1^3+-0.0151203071*J1^2*J2^1+0.0151203071*J1^1*J2^2+-0.0022050448*J2^3+0,0.0087297133*J1^3+-0.0212786763*J1^2*J2^1+0.0212786763*J1^1*J2^2+-0.0087297133*J2^3+0,-0.0051832673*J1^3+0.0008184106*J1^2*J2^1+-0.0008184106*J1^1*J2^2+0.0051832673*J2^3+0,-0.0004725096*J1^3+0.0099227015*J1^2*J2^1+-0.0099227015*J1^1*J2^2+0.0004725096*J2^3+0,-0.0022050448*J1^3+0.0151203071*J1^2*J2^1+-0.0151203071*J1^1*J2^2+0.0022050448*J2^3+0,-0.0087297133*J1^3+0.0212786763*J1^2*J2^1+-0.0212786763*J1^1*J2^2+0.0087297133*J2^3+0,0.0146604938*J1^3+-0.0023148148*J1^2*J2^1+0.0023148148*J1^1*J2^2+-0.0146604938*J2^3+0,0.0013364590*J1^3+-0.0280656381*J1^2*J2^1+0.0280656381*J1^1*J2^2+-0.0013364590*J2^3+0,0.0062368085*J1^3+-0.0427666866*J1^2*J2^1+0.0427666866*J1^1*J2^2+-0.0062368085*J2^3+0,0.0246913580*J1^3+-0.0601851852*J1^2*J2^1+0.0601851852*J1^1*J2^2+-0.0246913580*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0.0078125000*J1^3+0.0078125000*J2^3+0,-0.0045105490*J1^2*J2^1+-0.0045105490*J1^1*J2^2+0,-0.0045105490*J1^2*J2^1+-0.0045105490*J1^1*J2^2+0,0.0078125000*J1^3+-0.0052083333*J1^2*J2^1+-0.0052083333*J1^1*J2^2+0.0078125000*J2^3+0,0.0078125000*J1^2*J2^1+0.0078125000*J1^1*J2^2+0,-0.0045105490*J1^3+-0.0045105490*J2^3+0,-0.0045105490*J1^3+-0.0045105490*J2^3+0,-0.0052083333*J1^3+0.0078125000*J1^2*J2^1+0.0078125000*J1^1*J2^2+-0.0052083333*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{-0.0045105490*J1^2*J2^1+-0.0045105490*J1^1*J2^2+0,0.0026041667*J1^3+0.0026041667*J2^3+0,0.0026041667*J1^3+0.0026041667*J2^3+0,0.0030070327*J1^3+-0.0045105490*J1^2*J2^1+-0.0045105490*J1^1*J2^2+0.0030070327*J2^3+0,-0.0045105490*J1^3+-0.0045105490*J2^3+0,0.0026041667*J1^2*J2^1+0.0026041667*J1^1*J2^2+0,0.0026041667*J1^2*J2^1+0.0026041667*J1^1*J2^2+0,-0.0045105490*J1^3+0.0030070327*J1^2*J2^1+0.0030070327*J1^1*J2^2+-0.0045105490*J2^3+0,0.0063788795*J1^3+-0.0063788795*J1^2*J2^1+-0.0063788795*J1^1*J2^2+0.0063788795*J2^3+0,0.0036828478*J1^3+-0.0036828478*J1^2*J2^1+-0.0036828478*J1^1*J2^2+0.0036828478*J2^3+0,0.0036828478*J1^3+-0.0036828478*J1^2*J2^1+-0.0036828478*J1^1*J2^2+0.0036828478*J2^3+0,0.0106314659*J1^3+-0.0106314659*J1^2*J2^1+-0.0106314659*J1^1*J2^2+0.0106314659*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{-0.0045105490*J1^2*J2^1+-0.0045105490*J1^1*J2^2+0,-0.0026041667*J1^3+0.0052083333*J1^2*J2^1+0.0052083333*J1^1*J2^2+-0.0026041667*J2^3+0,-0.0026041667*J1^3+0.0052083333*J1^2*J2^1+0.0052083333*J1^1*J2^2+-0.0026041667*J2^3+0,-0.0030070327*J1^3+0.0015035163*J1^2*J2^1+0.0015035163*J1^1*J2^2+-0.0030070327*J2^3+0,-0.0045105490*J1^3+-0.0045105490*J2^3+0,0.0052083333*J1^3+-0.0026041667*J1^2*J2^1+-0.0026041667*J1^1*J2^2+0.0052083333*J2^3+0,0.0052083333*J1^3+-0.0026041667*J1^2*J2^1+-0.0026041667*J1^1*J2^2+0.0052083333*J2^3+0,0.0015035163*J1^3+-0.0030070327*J1^2*J2^1+-0.0030070327*J1^1*J2^2+0.0015035163*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0.0026041667*J1^3+0.0026041667*J2^3+0,-0.0030070327*J1^3+0.0015035163*J1^2*J2^1+0.0015035163*J1^1*J2^2+-0.0030070327*J2^3+0,-0.0030070327*J1^3+0.0015035163*J1^2*J2^1+0.0015035163*J1^1*J2^2+-0.0030070327*J2^3+0,-0.0008680556*J1^3+0.0017361111*J1^2*J2^1+0.0017361111*J1^1*J2^2+-0.0008680556*J2^3+0,0.0026041667*J1^2*J2^1+0.0026041667*J1^1*J2^2+0,0.0015035163*J1^3+-0.0030070327*J1^2*J2^1+-0.0030070327*J1^1*J2^2+0.0015035163*J2^3+0,0.0015035163*J1^3+-0.0030070327*J1^2*J2^1+-0.0030070327*J1^1*J2^2+0.0015035163*J2^3+0,0.0017361111*J1^3+-0.0008680556*J1^2*J2^1+-0.0008680556*J1^1*J2^2+0.0017361111*J2^3+0,0.0036828478*J1^3+-0.0036828478*J1^2*J2^1+-0.0036828478*J1^1*J2^2+0.0036828478*J2^3+0,-0.0063788795*J1^3+0.0063788795*J1^2*J2^1+0.0063788795*J1^1*J2^2+-0.0063788795*J2^3+0,-0.0063788795*J1^3+0.0063788795*J1^2*J2^1+0.0063788795*J1^1*J2^2+-0.0063788795*J2^3+0,-0.0036828478*J1^3+0.0036828478*J1^2*J2^1+0.0036828478*J1^1*J2^2+-0.0036828478*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0.0078125000*J1^2*J2^1+0.0078125000*J1^1*J2^2+0,-0.0045105490*J1^3+-0.0045105490*J2^3+0,-0.0045105490*J1^3+-0.0045105490*J2^3+0,-0.0052083333*J1^3+0.0078125000*J1^2*J2^1+0.0078125000*J1^1*J2^2+-0.0052083333*J2^3+0,0.0078125000*J1^3+0.0078125000*J2^3+0,-0.0045105490*J1^2*J2^1+-0.0045105490*J1^1*J2^2+0,-0.0045105490*J1^2*J2^1+-0.0045105490*J1^1*J2^2+0,0.0078125000*J1^3+-0.0052083333*J1^2*J2^1+-0.0052083333*J1^1*J2^2+0.0078125000*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{-0.0045105490*J1^3+-0.0045105490*J2^3+0,0.0026041667*J1^2*J2^1+0.0026041667*J1^1*J2^2+0,0.0026041667*J1^2*J2^1+0.0026041667*J1^1*J2^2+0,-0.0045105490*J1^3+0.0030070327*J1^2*J2^1+0.0030070327*J1^1*J2^2+-0.0045105490*J2^3+0,-0.0045105490*J1^2*J2^1+-0.0045105490*J1^1*J2^2+0,0.0026041667*J1^3+0.0026041667*J2^3+0,0.0026041667*J1^3+0.0026041667*J2^3+0,0.0030070327*J1^3+-0.0045105490*J1^2*J2^1+-0.0045105490*J1^1*J2^2+0.0030070327*J2^3+0,-0.0063788795*J1^3+0.0063788795*J1^2*J2^1+0.0063788795*J1^1*J2^2+-0.0063788795*J2^3+0,-0.0036828478*J1^3+0.0036828478*J1^2*J2^1+0.0036828478*J1^1*J2^2+-0.0036828478*J2^3+0,-0.0036828478*J1^3+0.0036828478*J1^2*J2^1+0.0036828478*J1^1*J2^2+-0.0036828478*J2^3+0,-0.0106314659*J1^3+0.0106314659*J1^2*J2^1+0.0106314659*J1^1*J2^2+-0.0106314659*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{-0.0045105490*J1^3+-0.0045105490*J2^3+0,0.0052083333*J1^3+-0.0026041667*J1^2*J2^1+-0.0026041667*J1^1*J2^2+0.0052083333*J2^3+0,0.0052083333*J1^3+-0.0026041667*J1^2*J2^1+-0.0026041667*J1^1*J2^2+0.0052083333*J2^3+0,0.0015035163*J1^3+-0.0030070327*J1^2*J2^1+-0.0030070327*J1^1*J2^2+0.0015035163*J2^3+0,-0.0045105490*J1^2*J2^1+-0.0045105490*J1^1*J2^2+0,-0.0026041667*J1^3+0.0052083333*J1^2*J2^1+0.0052083333*J1^1*J2^2+-0.0026041667*J2^3+0,-0.0026041667*J1^3+0.0052083333*J1^2*J2^1+0.0052083333*J1^1*J2^2+-0.0026041667*J2^3+0,-0.0030070327*J1^3+0.0015035163*J1^2*J2^1+0.0015035163*J1^1*J2^2+-0.0030070327*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0.0026041667*J1^2*J2^1+0.0026041667*J1^1*J2^2+0,0.0015035163*J1^3+-0.0030070327*J1^2*J2^1+-0.0030070327*J1^1*J2^2+0.0015035163*J2^3+0,0.0015035163*J1^3+-0.0030070327*J1^2*J2^1+-0.0030070327*J1^1*J2^2+0.0015035163*J2^3+0,0.0017361111*J1^3+-0.0008680556*J1^2*J2^1+-0.0008680556*J1^1*J2^2+0.0017361111*J2^3+0,0.0026041667*J1^3+0.0026041667*J2^3+0,-0.0030070327*J1^3+0.0015035163*J1^2*J2^1+0.0015035163*J1^1*J2^2+-0.0030070327*J2^3+0,-0.0030070327*J1^3+0.0015035163*J1^2*J2^1+0.0015035163*J1^1*J2^2+-0.0030070327*J2^3+0,-0.0008680556*J1^3+0.0017361111*J1^2*J2^1+0.0017361111*J1^1*J2^2+-0.0008680556*J2^3+0,-0.0036828478*J1^3+0.0036828478*J1^2*J2^1+0.0036828478*J1^1*J2^2+-0.0036828478*J2^3+0,0.0063788795*J1^3+-0.0063788795*J1^2*J2^1+-0.0063788795*J1^1*J2^2+0.0063788795*J2^3+0,0.0063788795*J1^3+-0.0063788795*J1^2*J2^1+-0.0063788795*J1^1*J2^2+0.0063788795*J2^3+0,0.0036828478*J1^3+-0.0036828478*J1^2*J2^1+-0.0036828478*J1^1*J2^2+0.0036828478*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,-0.0063788795*J1^3+0.0063788795*J1^2*J2^1+0.0063788795*J1^1*J2^2+-0.0063788795*J2^3+0,-0.0063788795*J1^3+0.0063788795*J1^2*J2^1+0.0063788795*J1^1*J2^2+-0.0063788795*J2^3+0,-0.0073656956*J1^3+0.0073656956*J1^2*J2^1+0.0073656956*J1^1*J2^2+-0.0073656956*J2^3+0,0,0.0063788795*J1^3+-0.0063788795*J1^2*J2^1+-0.0063788795*J1^1*J2^2+0.0063788795*J2^3+0,0.0063788795*J1^3+-0.0063788795*J1^2*J2^1+-0.0063788795*J1^1*J2^2+0.0063788795*J2^3+0,0.0073656956*J1^3+-0.0073656956*J1^2*J2^1+-0.0073656956*J1^1*J2^2+0.0073656956*J2^3+0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
